"annee","pole","hopital","service","chef","note","garde","ECOS","pédagogie..5","avis","matiere"
"DFASM2","Pole 4","Institut Curie","Oncologie pédiatrique","Doz",15,0,"oui",5,"Stage très formateur même si très spécialisé: beaucoup de cours au moins 1 dans le service + 1 a curie / semaine. Examen clinique du nourrisson à l’ado ++, on voit un peu de tout, pas que du cancer, on a la chance d’être peu d’externe donc d’aller souvent au bloc et de voir les cas intéressants avec les chefs (annonces diagnostiques, inclusion en protocole etc) ! Équipe très présente et très sympa!! Petit dej en stage tous les matins !! ","Pédiatrie"
"DFASM2","Pole 4","Cochin","Biologie de la reproduction","Patrat",14,0,"oui",5,"Stage très tranquille. Très, peut-être trop calme. 
Vraiment rien d’exaltant. 
Cours de gynéco très bien. 
Très cool niveau organisation. Pas très prenant. 
","Gynécologie"
"DFASM2","Pole 4","Saint-Louis","Immunologie","Oksenhendler",15,0,"non",3.5,"Stage formateur pour la vie qui nous attend après l'externat. On a un vrai rôle, je me suis sentie utile. Les horaires sont étendus, rare de finir avant 13h15. 
L'intérêt au sein du pôle 4 a ses limites, ça ressemble plus à de l'hémato, mais au moins ça nous fait revoir le collège!
Pour le pôle 4 on voit: DICV, AHAI, PTI, et de temps en temps un lupus.
Bon courage!","Médecine interne"
"DFASM2","Pole 4","Robert Debré","Pediatrie Generale","Faye",18,0,"oui",4.5,"3 services de salles de pédiatrie générale PG1,2,3
service HDJ
consultation
Service microbiologie
Semaine préparation d'ecos
Ecos toutes les semaines préparé par les externes et suppervisé par les chefs 
2 roulements avec 3 semaines de salle puis 3 semaines de (consultation, HDJ, microbiologie, préparation ECOS)
On doit valider 12 consultations
Possibiliter de faire des journées complètes en salle et consultation
ECOS tous les vendredi matin
Staff lundi matin, mercredi aprem et jeudi aprem
cours tous les mercredi matin avec tous les externes de l'hôpital","Pédiatrie"
"DFASM2","Pole 4","Necker","Anesthésie pédiatrique","ORLIAGUET/KEITA-MAYER",19,0,"oui",4.5,"Super stage ! C'est un stage qui fait valider le stage de réa sans être prenant comme un stage de réa classique. On ne s'ennuie jamais étant donné qu'on tourne entre les secteurs. Tous les mercredis la matinée est banalisée pour les cours, il y a habituellement deux cours faits par des médecins puis deux présentations d'externe, c'est hyper rentable !
Il faut être préparé à être confronté à des enfants qui sont des fois gravement malade, mais l'équipe est là en soutien si besoin. On apprend de nouvelles choses tous les jours, il n'y a aucun  travail administratif à faire, on est là seulement pour apprendre! Ne pas hésiter à poser des questions et à présenter, tout le monde est très bienveillant et leur but est que l'on progresse.
Personnellement je recommande beaucoup, le seul point négatif étant qu'on ne voit pas beaucoup de pédiatrie classique mais surtout de la neuro, de l’anesth et de la réa, ce qui peut être un peu embêtant quand on n’a pas encore vu ces matières...","Urgences-Réanimation"
"DFASM2","Pole 4","HEGP","Médecine interne","POUCHOT",17,3,"oui",4,"Stage de salle très cool, organisé en 4 unités très similaires avec chacune une dizaine de lit, 2 internes et un CCA/PH. Nombreuses pathologies car post-urgences permettant de revoir pas mal d'item (Découverte de cancer, infectio, gériatrie, troubles hydro-élec) mais quand même quelques maladies de médecine interne (vascularite à ANCA, IgA, Horton) et pas mal de drépano.
On s'occupe de plusieurs patients qu'on doit bien connaitre pour les présenter aux visites, on fait rarement des entrées en semaine car on est là que le matin. 
Astreinte intéressante car on fait des entrées de A à Z
Gardes aux urgences de l'HEGP (fatigante, c'est le bordel l'HEGP mais responsabilisant.
2 visites par semaine (1 avec le CCA/PH, 1 avec le chef de service ou un PU-PH) ou on apprend plein de truc et les chefs sont bienveillants.
1 cas clinique ou présentation d'externe ou staff radio par semaine (le lundi), donc j'avoue que cela aurait été préférable d'avoir un peu plus de cours destinés aux externes
1 cours destinés aux internes par semaine où on est les bienvenus","Médecine interne"
"DFASM2","Pole 4","Robert Debré","Pediatrie Generale","Faye",16,0,"oui",5,"Très bon stage de pédiatrie ! Les semaines en salle sont plutôt formatrices, même si les cas sont assez répétitifs (beaucoup de bronchiolite et de drepanocytose). Les consultations sont assez intéressantes, c'est juste très galère d'y accéder (pas assez de médecins pour trop d'externes). L'hdj est hyper spécialisée mais on y apprend beaucoup. ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Nephrologie Pediatrique","Deschenes",13,0,"oui",4,"Bien meilleure ambiance avec les nouveaux CCA ! Stage très inutile en pédiatrie mais nous fait réviser la nephro. On suit un ou deux patients. Notre rôle est de garder leur pancarte à jour, d'aller les voir chaque matin et de mettre un mot d'évolution. On présente un patient chaque jeudi, vraiment sans pression. 
Beaucoup de staff, pas toujours intéressants (2h le lundi, 3h le jeudi).
Essayez de suivre un interne en consult un vendredi ! ","Pédiatrie"
"DFASM2","Pole 4","Necker","Allergo pneumo","DELACOURT",17,0,"oui",5,"Super stage, juste attention au nombre d'externe en comptant les D4, bureau des internes assez petits à 4 D4 + 2 D3 on était 3 de trop !","Pneumologie"
"DFASM2","Pole 4","Saint-Joseph","Gynécologie-obstétrique","Azria",15,6,"oui",4.5,"Organisez vous le mieux possible pour pouvoir passer dans tout les secteurs.
Les gardes sont le meilleur moment pour faire le plus de gestes possible ( PS ne pas se laisser marcher dessus par certaines sages femmes et n'ayez pas peur de vous imposer pour suivre le travail d'une patiente sachant qu'il est obligatoire d'en présenter au moins une pdt le staff du lendemain) ","Gynécologie"
"DFASM2","Pole 5","Robert Debré","Cardiologie Neonatale","Beyler",10,0,"oui",4,"stage moyennement planqué si vous êtes malins
stage n'ayant pas trop d'interêt dans le pole car sur-spécialisé
consult avec la cheffe de service top car c'est la seule qui vous stimule","Pédiatrie"
"DFASM2","Pole 4","Saint-Joseph","Gynéco","obstétrique - AZRIA St",16,7,"non",4.5,"Stage prenant par les gardes mais à la fois  chill si vous vous organisez bien avec vos coexternes : on s’est réparti les secteurs par semaine avec pour la chir : 1 semaine journée complète puis 1 semaine off 

Au niveau des gardes en salle de naissance : journée où tu vois le plus de choses : tu suis une patiente en travail, tu vois en même temps les urgs et tu peux être appeler au bloc pour les césariennes. Seul point négatif : garde très sage femme et interne dépendants 

Pour les autres secteurs : le seul prenant c’est la chir : les chefs te demandent souvent de faire des journées complètes puisqu’ils ont besoin de 6 mains pour les coelios, les autres tu peux t’arranger pour partir tôt (ex: l’hospit tu finis à 9h max)

ECOS : 3 stations faites, bien réalisés ! 
Des cours toutes les semaines de gynéco et de péd 

Donc foncez si vous voulez voir au moins un accouchement dans votre vie ! ","Gynécologie"
"DFASM2","Pole 4","Saint-Joseph","Gynécologie-obstétrique","Azria",19,4,"oui",5,"Parfaitt","Gynécologie"
"DFASM2","Pole 4","Saint-Joseph","Gynéco","obstétrique - AZRIA St",15,7,"oui",4,"la patience est clé pour ce stage où les gardes sont très longues (avec souvent pas grand chose à faire)...","Gynécologie"
"DFASM2","Pole 4","Robert Debré","Gastro-Enterologie","Hugot",12,0,"oui",3.5,"Globalement ce stage n'a pas trop sa place dans le pôle 4 car appart les MICI, les autres pathologies sont rares et pas au programme. En salle le mardi il y a une petite visite où ce sont les internes qui présentent (visite rapide+++ on finit jamais après 13h). En HDJ, on va voir seul les patients (beaucoup de Crohn) et on écrit le CR HDJ + on finit tôt en générale car pas beaucoup de patients. En conclusion, c'est un stage pas planqué mais avec des horaires chill dans un service un peu trop spécialisé.","Hépato-Gastro-Entérologie"
"DFASM2","Pole 4","Necker","chir viscérale","Sarnacki",12,0,"oui",4,"N'y allez pas trop, personne ne s'intéresse réellement à vous mais en même temps personne ne sera méchant avec vous loin de là. ","Hépato-Gastro-Entérologie"
"DFASM2","Pole 4","Louis Mourier","Pédiatrie Generale","Basmaci (Mercier)",18,0,"oui",3.5,"On fait 4 semaines de journées complètes soit en salle soit aux urgences (on peut pas faire les 2) et 1 semaine de demi-journées en consultation. Aux urgences, on voit les patients seul, on fait les observations +/- prescriptions, on débriefe avec chef/interne qui vient toujours revoir avec nous. On voit un peu de tout, mais surtout de l’infectio et des traumas. Stage assez formateur où on nous laisse en autonomie, ambiance sympa, tous les chefs sont cools. Je recommande ++","Pédiatrie"
"DFASM2","Pole 4","Necker","Gastro entérologie","Ruemmele",15,0,"oui",4.5,"Stage très très spé, mais bon terrain pour revoir l'examen clinique et le développement de l'enfant vu que y'en a de tous les âges.
Présence +++, arriver à 8h30 tous les jours pour les trans en salle, sortie en fonction des missions et des staffs, pas avant 12h en général... En HDJ horaires un peu plus variables
Un peu répétitif, en salle comme en hdj, mais équipe très sympa et disponible ! Ne pas hésiter à poser des questions même en dehors de la gastro","Hépato-Gastro-Entérologie"
"DFASM2","Pole 4","Bichat","Gynecologie Obstetrique","Luton",15,8,"oui",4.5,"Stage hyper cool super ambiance, très utile pour voir la gyneco. Les gardes sont plutôt prenante et yen a pas mal en fonction du nombre d’externe.
L’orga du service fait en sorte qu’on est 3/4 semaine off en moyenne en fonction du nombre d’externe donc plutôt planqué pour une gyneco ça laisse le temps de faire la ped et la med int tout en ayant vu pas mal de chose en stage.
Je recommande ","Gynécologie"
"DFASM2","Pole 4","Sainte-Anne","Neurochir","Pallud",10,3,"non",3.5,"Cca a changé, a voir","Neurologie"
"DFASM2","Pole 4","Louis Mourier","Pédiatrie Generale","Basmaci (Mercier)",13,0,"oui",3,"Le chef de service voulait qu’on fasse des blocs de 4 semaines en journée complète pour être « intégrés » dans l’équipe (MDR au bout de 2 semaines complètes aucun chef ne connaissait mon prénom et j’ai pas séché…) 
On lui a dit que c’était trop compliqué pour nous donc on a fait 2 sem par 2 sem. 
J’étais en salle moi donc je ne sais pas du tout comment était les urg. 
Ce stage était plutôt cool mais que grâce aux internes qui étaient incroyables, ils nous faisaient des topos quand on s’ennuyait (surtout l’aprem ++++)
On est des plantes vertes, les chefs de nous considèrent pas, pas faute d’avoir essayé de participer à parler des dossier, un petit regard hautain fera l’affaire de leur part. 
Y’a pas de visite et les staffs ou la contre visite de fin de journée, on est juste observateurs. 
Par contre gros gros + pour tous les cours du vendredi matin. Soit DP présentés par un étudiant soit ECOS d’entraînement, seul moment où les chefs sont pédagogues ! ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Hematologie Pediatrique","Baruchel",16,0,"oui",4.5,"On était que 2 D3 au début du stage. 
Chefs et internes très sympa, la ped c’est un monde de bisounours encore plus en hemato. Personnel soignant très à l’écoute pour les situations difficiles. 
Organisation : Bcp d’indépendance, on leur donne notre roulement, mais on est pas fliqués, ma coexterne est en JC et moi le matin, tant qu’on est présents là où on est censés être postés. Staff du service à 9h le lundi matin. Cours de pédiatrie avec tous les externes de RDB le mercredi à 8h30. + cours du service (horaires et jours modulables, mais souvent mercredi 11h, leur rappeler de faire le planning au début du trimestre, sinon passe à la trappe, même s’ils sont volontaires, cœur sur Jeanne). Départs de stage entre 12h et 13h30 mais globalement ils t’obligent pas à rester pour le principe, donc si t’as fini tes missions tu peux dire tchao. 
J’ai mis 2-3 semaines avant de trouver ma place en stage par contre, on est souvent tres passif en pédiatrie, et c’est assez spécialisé en hémato. Petit conseil : profitez en pour revoir les grands chapitres en hemato (LA, chimio et toxicité, NFS…) + traitement des différents infections en infectio. Au final j’ai fait mon propre rythme : j’avais 3-4 patients que je suivais, présentais au staff, j’étais là pour les gestes, les visites avec interne et chef etc. Soyez vous même pro actifs, et en vrai je suis hyper contente de la tournure qu’a pris mon stage ! Et les enfants sont adorables, parfois difficiles à examiner / interroger, mais c’est top de pouvoir les suivre sur le long terme qd ils commencent à bien connaître votre tête. 
Petit point moins fun : ne pas hésitez à parler avec les chefs/internes si ça va pas, les maladies / rechutes / infections des enfants peuvent parfois être dures à vivre. Je pensais m’être blindée, mais on s’attache vite à eux, et ça peut être difficile de faire la part des choses. 
Si je devais résumer : un bon stage pour découvrir la ped et revoir l’hémato, les cours avec tous les externes de RDB sont top, soyez pro actifs en stage, et l’équipe est vraiment cool pour l’ambiance de travail. + 0 mission chiante de secrétaire
","Hématologie"
"DFASM2","Pole 4","Robert Debré","Gastro-Enterologie","Hugot",12,0,"non",3.5,"Stage très spécialisé et pas très bonne ambiance au niveau des chefs, ce qui se ressent sur les internes et les externes. En salle on n'a rien à faire, donc on peut suivre l'interne ou faire son propre tour de son côté. On ne nous demande pas de présenter aux visites. En HDJ, on est plus utiles puisque l'on peut prendre en charge les patients en quasi autonomie mais c'est vite redondant (>90% de perfusions d'Infliximab pour des MICI). En endoscopie on est totalement spectateur. Bref, stage peu stimulant, difficile de quitter la chaleur de son lit le matin pour s'y rendre. ","Hépato-Gastro-Entérologie"
"DFASM2","Pole 4","Necker","Cardio pédiatrique","Bonnet",15,0,"oui",4,"Les + 
.Malgré la surspécialité, cela reste un stage de pédiatrie voire de néonatologie (entrée dès J1 de vie parfois) donc on prend en charge un enfant sur tous les plans, bonnes révisions pour le dev psychomoteur, neurologie et infectiologie notamment. Une fois formés, vous ferez des examens du J2 (carnet de santé), donnerez les conseils aux parents de nouveau-né à leur sortie, injecterez le vaccin du moment (Beyfortus).  
.Bcp de révisions de la cardiologie générale (lecture ECG +++, insuffisance cardiaque, endocardite et valvulopathies, infarctus)
.Patients de tout âge (de J1 à quelque fois 30-40 ans suivis en cardiologie congénitale)
.Plutôt à la carte (bloc op si on veut, journée complète 2/3j par semaine ou 5 matinées)
.Autonomisant (parler avec les parents d'une part, faire les entrées si journée complète, demander des avis au tél)
.Pas de garde ni d'astreinte
.Les cours en commun pour les externes de NCK utiles et transversaux.

Les - 
.Très spécialisé ++ et maladies hors programme pour la plupart (syndromes polymalformatifs plus ou moins rares d'une part, cardiopathies complexes d'autre part), mais les avis des généticiens qui passent parfois dans le service sont intéressants au plan de la sémiologie fine  
.Savoir que le service ne réussit pas toujours à donner à ces enfants une ""vie normale"", morbidité des opérations (HTAP chronique iatrogène, IDM post op et autres complications), et mortalité importante. Les opérations pratiquées dans les premiers jours/mois/ans de vie sont palliatives au sens où elles sont souvent pour attendre une greffe de coeur dans un futur plus ou moins loin, par définition source d'incertitude et de stress pour la plupart des parents. La psy du service Alexandra propose toujours son aide si besoin. Et plus simplement, n'hésitez pas à parler entre costa de ce que vous verrez surtout au début.

Un dernier conseil : emprunter à la BU des livres sur l'échocardiographie (de Chirstopher Klimczak à la BU necker) car vous verrez des dizaines d'ETT faites par les internes et chefs, et eventuellement apprendrez à faire quelques coupes aussi. Et si possible procurez-vous le livre pépite de Marilyne Levy ""Cardiologie pédiatrique 5e édition"" pour comprendre les physiopath et les traitements chirurgicaux. Bon courage !","Pédiatrie"
"DFASM2","Pole 4","Necker","Pédiatrie Générale","ABADIE",13,0,"oui",2,"Globalement decue de ce stage car il a un grand potentiel mais ambiance étrange entre les chefs (remarques piquantes entre chefs, patho tres rares et complexes, cours sur le papier mais en réalité très souvent reportés/pas en lien pour nous préparer EDN/ ECOS très sympas il en faudrait plus) staff jeudi c'est nous qui présentons les patients décidés lors du grand staff du lundi","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Urgences Pediatriques","Titomanlio",18,0,"oui",4.5,"Montrez que vous êtes motivés pour faire des gestes ! Et investissez-vous, ça vaut le coup et ça vous permettra de vous sentir plus à l’aise avec les chefs. Le côté med est pas toujours évident car c’est long de faire superviser ses patients mais ça reste intéressant. Beaucoup de pbm sociaux quand même à Robert debré, situations parfois difficiles. N’hésitez pas à demander aux chefs si vous pouvez aller voir au dechoc, perso je n’ai pas eu tellement l’occasion et je regrette de ne m’être pas bougée assez tôt pour y passer ","Pédiatrie"
"DFASM2","Pole 4","Bichat","Gynecologie Obstetrique","Luton",14,7,"oui",3,"Stage de gynécologie pas hyper prenant 

Points positifs :
- Plusieurs unités : exercice plutôt varié ce qui aide pas mal pour le collège de gynéco 
- Gardes formatrices 
","Gynécologie"
"DFASM2","Pole 4","Louis Mourier","Pédiatrie Generale","Basmaci (Mercier)",17,0,"oui",4,"Stage sympathique pas trop de pression, pas de stress (chef chill et compréhensif si cours à la fac et tout …)et on est assez autonome (je parle côte urgence) on va voir des patients seuls etc… mais toujours bien encadré ! Possibilité de faire pas mal de suture (les enfants adorent tomber). SAU très chill rarement de grosses urgences ( avantage ou inconvénient selon vous ) ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Urgences Pediatriques","Titomanlio",17,0,"oui",4.5,"Très bon stage peu prenant mais très utile, où on voit un peu toute la ped ; cours ped de Robert Debré ; 18 JC à faire sur 3 mois ; chefs très impliqués pour la plupart et qui laissent bcp d’autonomie","Pédiatrie"
"DFASM2","Pole 4","Louis Mourier","Pédiatrie Generale","Basmaci (Mercier)",15,0,"oui",3.5,"On choisit les urgences ou la salle au début du stage et on a pas la possibilité de changer !!! En salle on reste souvent assez tard pour la fin de la contre visite (peu intéressante et sans participation) mais les patients sont cools et on voit bcp de choses utiles surtout l’hiver avec la bronchiolite et l’asthme +++ on apprend très vite l’examen clinique des enfants/nourrisson très bien pour les Ecos","Pédiatrie"
"DFASM2","Pole 4","Necker","Anesthésie pédiatrique","ORLIAGUET/KEITA-MAYER",17,0,"oui",5,"Stage de Réa et pas d'anésth pure (même si on passe au bloc) donc pas planque. Ambiance au top. Chef très présents. Possibilité de faire pleins de gestes au bloc (meme intuber). Seul bémol : ne sert à rien dans le pole 4, c'est de la réa, certes pédiatrique mais on voit plutôt les pathologies de réa ","Urgences-Réanimation"
"DFASM2","Pole 4","Cochin","Gynéco médicale","Plu-Bureau",14,8,"non",4.5,"Stage assez planque dans l'ensemble. Mais allez en garde c'est là que vous apprendrez le plus de truc.
Les consult' sont un peu longue et on y fait rien, mais pour pouvez voir des suivits de pathologies gyneco. Posez de questions ++. 

Présentation de patient à faire en staff le vendredi (pas tout le temps), et généralement tout le monde est sympa, ils ne te mettent pas la pression.

Attention les consult' avec la chef de service (Mme plu-bureau) commence à 8h 30 😉

Bon stage dans l'ensemble ! ","Gynécologie"
"DFASM2","Pole 4","Necker","Immuno Hématologie pédiatrique","Quartier",15,0,"non",4.5,"C'est un stage hyper spécialisé (pas très étonnant), et on sert pas à grand chose (côté salle en tout cas, vu qu'ils ne font pas de mot d'évolution et que les patients sont assez lourds, c'est surtout des greffe de moelle; en hdj on a un peu plus d'autonomie, et on avance les CRH ce qui peut paraître chiant mais au moins on a quelque chose a faire), mais les horaires restent corrects, et finalement on fait quand même un peu de pédiatrie générale (c'est pas parce que les enfants ne vont pas bien qu'on vérifie pas les courbes de croissance, les vaccins, le développement psychomoteur...), et les chefs font des cours tous les vendredis matins à 9h30 sur des sujets EDN-like (avec un format mi-cours/dp, mi-mini ecos). On fait aussi pas mal d'infectio (qui dit immunodépression dit infections ± opportunistes), et un peu de rhumato/médecine interne. 
Globalement, l'organisation est bien, c'est plus rentable d'être en demi-journees qu'en journées complètes je pense même si les deux sont possibles. On commence vers 9h tous les jours (mais pas de flicage sur les heures d'arrivée), a part le vendredi, où on commence à 9h30 (et on finit vers 11h-11h30 max vs 12h le reste de la semaine). Les gens sont vraiment adorables, le chef de service connaissait notre nom la semaine de notre arrivée alors qu'il nous avait croisées deux fois au total, franchement c'était un plaisir d'etre là. En salle, il y a deux visites par semaine, une avec le cca le lundi (trans du weekend) et une le jeudi avec tout le monde, on peut présenter des patients si on veut, il n'y a pas de pression. La visite du jeudi est longue et un peu inutile pour nous si on présente pas, mais on peut récupérer quelques infos intéressantes quand même.  
Bref pour résumer : pas planque, un peu plante verte sur les bords, mais bonne ambiance et finalement assez transversal avec la ped et la médecine interne ! ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Pediatrie Generale","Faye",15,0,"oui",4,"Il y a une salle répartie en trois unités (PG1/2/3), une unité HDJ, et les consultations. Il y a une rotation de six semaines en moyenne pour les externes entre ces unités, avec une semaine attribuée à l'HDJ (si disponible), deux semaines aux consultations, et deux semaines de préparation des écos. Ce dispositif est sympathique : chaque semaine, un groupe de 3 à 4 étudiants rédige une station écos, qu'ils font passer à tous les externes du service sous la supervision des chefs. Cela permet de parcourir une bonne partie des items du collège, favorisant un environnement bienveillant sans jugement, axé sur l'apprentissage

Il est possible de prendre une semaine de vacances, mais cela doit être planifié en dehors des semaines de présence en salle. De plus, une fiche hors salle doit être signée à chaque passage en consultation et en HDJ, nécessitant un minimum de 12 signatures. La seule contrainte, qui peut être moins agréable, est de veiller à obtenir ces signatures. (cette fiche doit etre envoyé à la secrétaire du service)

Le chef de service réalise un écos de fin de stage, commun à tous les externes de Robert Debré, comprenant deux stations. La seule réserve est que cela se déroule après les examens partiels.
=> globalement le stage était bien, très utile pour le collège qui est un peu fat : ) ","Pédiatrie"
"DFASM2","Pole 4","Louis Mourier","Pédiatrie Generale","Basmaci (Mercier)",14,0,"oui",3.5,"Bilan mitigé pour ce stage. J'étais en pédiatrie générale.

Points + :
- patho assez classiques utiles pour le pôle
- cours une fois par semaine par un externe avec des commentaires de chefs, plusieurs ECOS d'entraînement, gros point fort de ce stage, permettent de bien balayer le collège 
- possibilité d'assister à des consult variées donc intéressantes si on veut s'impliquer

Points - :
- journées complètes (car personne n'a envie de venir tous les jours à Louis Mourier) qui sont longues +++, matinée ""classique"" où on voit les patients avec les internes mais après-midi très longues qui dépendent des entrées
- en salle : 0 considération de la part des chef.fes, impression d'être en D1, stage interne-dépendant ++ car c'est eux qui vous expliqueront des trucs
- pas de visite donc difficile de s'impliquer, on ne présente pas les patients, pas vraiment l'impression d'avoir des patients à soi
- l'externe n'a pas de rôle défini, on est sensé ""aider"" les internes mais la plupart du temps ils ne sont pas débordés et on fait plus doublon qu'autre chose, j'ai rarement examiné des enfants seuls car les internes sont dispo pour y aller avec toi ce qui est intéressant pour voir mais moins intéressant pour faire","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Urgences Pediatriques","Titomanlio",20,0,"oui",4,"Le stage est parfait pour aborder la pédiatrie. On apprend très bien en voyant les patients seuls puis en faisant un récap avec un interne ou un chef. Les chefs sont très bienveillants, il ne faut pas du tout hésiter à les solliciter. 

Le stage est une pierre angulaire qui profite à tous. Y'a une telle cacophonie que si vous vous absentez qq jours, personne n'en saura rien. Pareillement, si vous venez, vous en profiterez. Il y en a donc pour tous les profils ! Il faut juste espérer ne pas avoir de costagiaires chiants pcq entre ceux qui veulent s'imposer pour poser les jours qu'ils veulent au planning, ceux qui surveillent qui vient et qui ne vient pas mdr on est vite servi. Trouvez votre binôme, identifiez qq chefs et qq internes avec qui vous aimez travailler et le stage sera une excellente expérience. ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Urgences Pediatriques","Titomanlio",16,0,"oui",4,"Honnêtement c’est une bonne planque. Le chef de service et la CCA sont très gentils, hyper bienveillants. Quelques chefs qui sont un peu soûlés de devoir encadrer des externes parfois mais en général ambiance plutôt cool. ","Pédiatrie"
"DFASM2","Pole 4","Robert Debré","Urgences Pediatriques","Titomanlio",16,0,"oui",3.5,"18 jc a répartir entre les 3 secteurs sur le trimestre, on est pas fliqué mais éviter de se faire remarquer avec les absences. Ne pas hésiter à demander à faire des choses parce que personne viendra vous prendre par la main pour le faire. ","Pédiatrie"
"DFASM2","Pole 4","Cochin","Chirurgie gynécologique","CHAPRON",11,8,"oui",4,"Ce stage est excellent si on met de côté l'ambiance propre à la chirurgie qui ne me correspond pas du tout. J'ai appris énormément de chose, pris en confiance manuellement, été considéré comme vraiment quelqu'un et je ne regrette pas mon choix. 
Par contre il y a eu des choses que je trouve vraiment pas normal, comme ce chantage aux gardes à 24h en semaine, ou les centaines de remarques mal placées des chefs qui peuvent être fatigantes quand elles s'accumulent.
Si ce stage m'a permis de m'intéresser sincèrement à la chirurgie, il me confirme aussi que ce n'est pas ce que je ferais plus tard","Gynécologie"
"DFASM2","Pole 4","Robert Debré","Neurologie Pediatrique","Auvin",15,0,"oui",3,"C’est un super stage dans la globalité! On peut apprendre beaucoup en accompagnant les internes voir les enfants polyhandicapés. C’est aussi possible seul si on se sent suffisamment à l’aise.
Il serait plus intéressant de faire ce stage après avoir vu la Neuro. 
","Neurologie"
"DFASM2","Pole 5","Robert Debré","Cardiologie Neonatale","Beyler",10,0,"oui",4,"Stage est très hors programme absolument pas rentable pour le temps passé surtout en D3. 
FLIQUÉ par la chef de service qui veut absolument qu’on vienne tout les jours. N’essayer même pas de vous planquer on s’est fait menacer plusieurs fois pour ne pas être venu ....
On est divisé en secteur consultation (privilégier les consultation avec la chef de service sinon elle va croire que vous venez pas). Les consultation cardio sont intéressantes mais malheureusement hors programme donc temps perdu. 
La salle est géré par les internes, la CCA fait juste la visite le matin. Possibilité de quitter vers 11h-12h. En salle on a pas vraiment de rôle (pas de mot à marquer sur orbis) on va voir les enfant avec l’interne n’hésiter pas à leur poser des question ça rendra le stage moins ennuyeux. 
","Pédiatrie"
"DFASM2","Pole 4","Necker","Pédiatrie générale","Chalumeau / Abadie",17,0,"non",3.5,"Recommande, prenant, des neckerites mais malgré tout balaye bien la pédiatrie, permet de comprendre la spé et ces enjeux","Pédiatrie"
"DFASM2","Pole 4","Bichat","Medecine Interne","Papo",18,0,"oui",5,"Organisation du stage possible en journée complète, choix laissé aux externes de s’organiser comme on voulait à condition d’être présent en stage (pas planqué donc)

On change pas de secteur pendant le stage mais c’est pas un problème parce que c’est globalement la même chose entre Nord et Est et c’est mieux de rester dans un secteur pour s’habituer à l’équipe etc…

En journée complète on termine souvent vers 18:30 donc faut bien être conscient que c’est pas facile de réviser après…

Une journée type = staff à 9:00 au sud (non obligatoire) ensuite on va dans nos secteurs, vers 10:00 on descend aux urgences avec un chef et on fait le recrutement de patients pour les lits vides en salle, c’est super intéressant de voir comme se fait la répartition des patients en fonction du service clinique rendu

On peut déjà commencer le BMI du patient qu’on a recruté aux urgences, ensuite on remonte en salle, on va voir nos patients, on fait le BMI s’il y a un BMI à faire (taff classique de l’externe en somme) on revoit le dossier avec l’interne ou le chef ça dépend.

Les visites!!
Au nord la visite avec Papo c’est le mardi (jeudi à l’Est) les autres visites de la semaine se font avec les CCA et parfois des PH.
Papo est un personnage assez spécial qui ne mâche pas ses mots et qui peut être assez frontal mais ne le prenez surtout pas personnellement, il est foncièrement très sympa et on se rend compte au bout d’un moment que c’est sont genre « d’humour » meme si ce ne plait pas forcément à tout le monde. Quoiqu’il en soit vous apprendrez beaucoup de choses avec lui, il vous challengera sur beaucoup d’items et vous pourrez développer une vraie réflexion clinique à la fin du stage c’est vraiment plaisant! 

Conclusion:
Excellent stage, très rentable pour réviser toute la médecine (pas que de la médecine interne). Les chefs sont très cools (Big Up à JF et Tiphaine) et même Papo vous verrez que vous finirez pas beaucoup l’apprécier!

PS: ne choisissez pas les journées complètes si vous ne pensez pas pouvoir tenir le rythme, aucun chef ne vous oblige à rester si vous préférez les demi-journées! Profitez des moments privilégiés avec vos chefs et internes, tout le monde est là pour vous apprendre pleins de choses donc vraiment c’est un énorme plus!!

Bon courage ","Médecine interne"
"DFASM2","Pole 4","Bichat","Medecine Interne","Papo",17.5,0,"non",4,"On n'est pas indispensable à la PEC du patient. Le matin, les chefs et les internes n'ont pas trop le temps de s'occuper de nous, mais on a la possibilité de descendre aux urgences afin de savoir quel patient montera de la service et de commencer son BMI (chance pour partir plus tôt). L'aprèm, après avoir été voir les entrées vous pouvez vous poser avec l'interne et/ou le chef afin de discuter du cas . Afin de profiter un maximum de ce stage, il faut vous mettre à la place du médecin et de réfléchir sur la PEC globale du patient, et ce que vous feriez pour avancer dans les investigations. C'est vrai que ce cher monsieur PAPO peut te démonter lors des visites, mais essayer de réfléchir à ses questions permettra de débloquer une capacité et méthode de réflexion très intéressante pour les EDN et pour la vie future. Petit tips : n'hésitez pas à exposer à haute voix votre réflexion ou hypothèse quand vous ne connaissez pas la réponse exacte, ça peut aider à débloquer la discussion.","Médecine interne"
